prompt,completion
The animal has only just been discovered by western science: I've seen no claim of any photograph having been taken.  I have no idea of how to research/decide open the status of the computer gererated graphic that has been on many press reports: can you?,polite
So you don't like people pointing out the errors you make? Or do you have any actual arguments to counter my post?,impolite
"I supose it would be cool to avoid using same person in different nationality infoboxes for the simple reason that for non-involved people may seem confusing. However, it does sem that we canxb4t treat this matter as sportspeople contracts (""''If you have a contract with one team, you canxb4t play for another''."") so if really necessary, the exceptions of having the same person in more infoboxes can happend... right?",impolite
"Um, what?  So presumably you'd like to change ""Irish footballer and manager"" to ""Republic of Ireland-born association footballer and coach (sports)...""?",neutral
Leonard  would be an interesting article  ....I've just done a ref about him on RN - it looks a bit suspect though as I took his quote from a published Ezine article I wrote. Might not be legit?,neutral
"How do I ""inform a Wikiproject""? I would have liked to do so in several articles, but is this not <url>?",neutral
Thanks for your comment.  What was done wrong in listing the image for deletion?,polite
Saw your work on <url> I can't tell -- do these clouds follow the plane around while Mach >=1? Or is it a phenomenon that occurs just at the moment of Mach = 1?,neutral
"Hey, I saw your article on the ''Mosambique'' in the Good New Article search results and looked at your other contributions, and I see that you do a lot on naval history. Would you be interested in helping me to expand <url>?",polite
"Hey, i saw you added <person> some time ago to the pic page. I'm just curious, why do you want it to still be available here?",neutral
"I'm not sure what needs doing now, or if there are further modifications required (this is the first article I've ever nominated for GA). Is there anything you can point me in the direction of?",neutral
"Kim, since you're the uninvolved admin here, can you just block this <url>? Or do I have to report him to ANI?",impolite
"I received a message from the bot you run telling me that one of two duplicate files I uploaded is due for speedy deletion. If possible, could it be made that Bath_badge.png is the one that is deleted, rather than Bath_rugby_badge.png please?",polite
"Why have you included the Putnam Line in the MTA infobox, when it was never operated by the MTA (excepting the Marble Hill stub, which is hardly on a par with the Hudson Line, Harlem Line, etc.)?",neutral
"Unless you provide a wikipedia article, with solid references od proof of notability of the term, I am going to delist it. I ave no doubts that there was a dilike of Portugals (like any other major nation), but was this word in notable circulation?",neutral
Was googling with thoughts of creating <url> and found link to <url> -- it's like the 8th hit on google.  You planning to move to WP main space soon?,neutral
"Hi Darwi. Just to ask you as curiosity, how did that debate ended?",neutral
Actually it was a compliment. Does that count as an 'issue'?,neutral
"What part of ""use common sense"" did not get through to you? Was it the ""use,"" the ""common,"" the ""sense,"" or some combination thereafter?",impolite
"An anon IP has added ""Mhxf3r-Roinn"" to the infobox of <url>. Would I be wrong in thinking that is is a literal translation of ""mainland"" rather than a Gaelic name for the island?",neutral
I found this talk page (and <url>) while deleting the user pages that you requested.  Would you like to have them deleted as well?,polite
That would be awesome. Do you want to ask someone for clarification on whether project sandboxes are allowed?,neutral
"I notice you are still contributing to Wikipedia, but have not responded to my argument. Do you now agree with the argument I suggested?",neutral
